Du,Dd,Fu_Nq,Fd_Nq,Fu_NEvents,Fd_NEvents,Du_out,Dd_out,Fu_Nq_out,Fd_Nq_out,Fu_NEvents_out,Fd_NEvents_out,Du_in,Dd_in,Fu_Nq_in,Fd_Nq_in,Fu_NEvents_in,Fd_NEvents_in,Du_notIN,Dd_notIN,Fu_Nq_notIN,Fd_Nq_notIN,Fu_NEvents_notIN,Fd_NEvents_notIN,Du_notOUT,Dd_notOUT,Fu_Nq_notOUT,Fd_Nq_notOUT,Fu_NEvents_notOUT,Fd_NEvents_notOUT
-0.7777777777777778,-1.0,0.36,0.6,0.34615384615384615,0.5769230769230769,0.0,-1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7142857142857143,-0.7142857142857143,-1.0,0.3888888888888889,0.5555555555555556,0.3684210526315789,0.5263157894736842,-0.7777777777777778,-1.0,0.375,0.5833333333333334,0.36,0.56
-1.0,-1.0,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6363636363636364,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-1.0,-1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
-1.0,-1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,-1.0,-1.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7142857142857143,-1.0,-1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
-1.0,-0.9090909090909091,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.6,0.4,0.6,0.4,-1.0,-0.9,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7142857142857143,-1.0,-0.9090909090909091,0.3125,0.6875,0.3125,0.6875
-0.8666666666666667,-1.0,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,-0.8461538461538461,-1.0,0.38235294117647056,0.6176470588235294,0.38235294117647056,0.6176470588235294,-0.8666666666666667,-1.0,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.5833333333333334
-1.0,-1.0,0.3333333333333333,0.6666666666666666,0.3076923076923077,0.6153846153846154,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,-1.0,-1.0,0.2857142857142857,0.7142857142857143,0.2608695652173913,0.6521739130434783,-1.0,-1.0,0.30434782608695654,0.6956521739130435,0.28,0.64
-1.0,-0.92,0.16666666666666666,0.8333333333333334,0.16129032258064516,0.8064516129032258,0.0,-1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-1.0,-0.9130434782608695,0.14814814814814814,0.8518518518518519,0.14285714285714285,0.8214285714285714,-1.0,-0.9166666666666666,0.1724137931034483,0.8275862068965517,0.16666666666666666,0.8
-1.0,-1.0,0.14705882352941177,0.8529411764705882,0.14285714285714285,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-1.0,-1.0,0.10714285714285714,0.8928571428571429,0.10344827586206896,0.8620689655172413,-1.0,-1.0,0.14705882352941177,0.8529411764705882,0.14285714285714285,0.8285714285714286
-1.0,-1.0,0.3,0.7,0.29508196721311475,0.6885245901639344,0.0,-1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,-1.0,-1.0,0.3148148148148148,0.6851851851851852,0.3090909090909091,0.6727272727272727,-1.0,-1.0,0.3050847457627119,0.6949152542372882,0.3,0.6833333333333333
-0.92,-1.0,0.29411764705882354,0.6941176470588235,0.26881720430107525,0.6344086021505376,-1.0,-1.0,0.75,0.25,0.75,0.25,-1.0,-1.0,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.5555555555555556,-0.9047619047619048,-1.0,0.27631578947368424,0.7105263157894737,0.25,0.6428571428571429,-0.9090909090909091,-1.0,0.2716049382716049,0.7160493827160493,0.24719101123595505,0.651685393258427
-0.9263803680981595,-0.9766081871345029,0.23830409356725146,0.75,0.23219373219373218,0.7307692307692307,-1.0,-1.0,0.15384615384615385,0.8461538461538461,0.15384615384615385,0.8461538461538461,-0.9655172413793104,-0.9827586206896551,0.3333333333333333,0.6666666666666666,0.32954545454545453,0.6590909090909091,-0.9047619047619048,-0.9748110831234257,0.20588235294117646,0.7784313725490196,0.19961977186311788,0.7547528517110266,-0.9254658385093167,-0.9760956175298805,0.2399403874813711,0.7481371087928465,0.23367198838896952,0.7285921625544267
-0.9358288770053476,-0.9776119402985075,0.2551159618008186,0.7312414733969986,0.24900133155792276,0.7137150466045273,-1.0,-1.0,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.8888888888888888,-1.0,-1.0,0.3,0.6928571428571428,0.29577464788732394,0.6830985915492958,-0.9172413793103448,-0.9726651480637813,0.24451939291736932,0.7403035413153457,0.23809523809523808,0.7208538587848933,-0.9354838709677419,-0.9772727272727273,0.2569060773480663,0.7292817679558011,0.25067385444743934,0.7115902964959568
-0.9104477611940298,-0.9770554493307839,0.2757201646090535,0.7174211248285323,0.2683578104138852,0.69826435246996,-1.0,-1.0,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.6428571428571429,-0.9591836734693877,-1.0,0.3356164383561644,0.6575342465753424,0.3333333333333333,0.6530612244897959,-0.8947368421052632,-0.9718969555035128,0.2607204116638079,0.7324185248713551,0.25249169435215946,0.7093023255813954,-0.9081632653061225,-0.9766536964980544,0.27412587412587414,0.7188811188811188,0.26666666666666666,0.6993197278911565
