Du,Dd,Fu_Nq,Fd_Nq,Fu_NEvents,Fd_NEvents,Du_out,Dd_out,Fu_Nq_out,Fd_Nq_out,Fu_NEvents_out,Fd_NEvents_out,Du_in,Dd_in,Fu_Nq_in,Fd_Nq_in,Fu_NEvents_in,Fd_NEvents_in,Du_notIN,Dd_notIN,Fu_Nq_notIN,Fd_Nq_notIN,Fu_NEvents_notIN,Fd_NEvents_notIN,Du_notOUT,Dd_notOUT,Fu_Nq_notOUT,Fd_Nq_notOUT,Fu_NEvents_notOUT,Fd_NEvents_notOUT
-0.9203947368421053,-0.9830015656452695,0.25132275132275134,0.7392526455026455,0.2442159383033419,0.7183483290488432,-0.7575757575757576,-1.0,0.2727272727272727,0.7107438016528925,0.2661290322580645,0.6935483870967742,-0.9083292262198127,-0.9811819082205349,0.24810467106872097,0.7407679139153828,0.2401751893939394,0.717092803030303,-0.9446092977250248,-0.9868238557558946,0.25803981623277183,0.736089841755998,0.25275,0.721,-0.9221815763219156,-0.982836495031617,0.2511064718162839,0.7395407098121085,0.24399545602077247,0.7185978578383642
-0.9266606552449654,-0.9832610043397396,0.2533120146185473,0.7368661489264504,0.24582532880153687,0.715087926703118,-1.0,-1.0,0.175,0.825,0.175,0.825,-0.9138840070298769,-0.9805825242718447,0.24795729382285653,0.74060355158514,0.23973035601432482,0.7160311775858437,-0.9543292102759277,-0.9895833333333334,0.2657395701643489,0.7281921618204804,0.26014851485148516,0.7128712871287128,-0.9263507395110172,-0.9831460674157303,0.25379194116745823,0.7363260303355293,0.24624646945146425,0.7144343689609038
-0.920687742651137,-0.9848939672702625,0.2564175495982365,0.7343383346369907,0.24756281752025264,0.708979816009886,-0.9130434782608695,-0.975,0.21904761904761905,0.7619047619047619,0.21495327102803738,0.7476635514018691,-0.9130084575110753,-0.9824829695537328,0.2537816843826656,0.7351798855273917,0.2438138256087981,0.7063040062843676,-0.93766696349065,-0.990427568602425,0.2624444963776583,0.7324141154475344,0.2562756732085806,0.7151985394796896,-0.9207368127267653,-0.9849712110861716,0.256698667430864,0.734130964321536,0.24780413583235356,0.7086935472715955
-0.9271157995684488,-0.9848405645582854,0.2643554316136392,0.7274686272024338,0.25360248069556757,0.6978780324679272,-0.88,-0.9733333333333334,0.24630541871921183,0.7389162561576355,0.22727272727272727,0.6818181818181818,-0.9115442278860569,-0.9828654277052854,0.2576533075808788,0.7326895219700628,0.2450179079805308,0.6967581963449353,-0.9547571523619428,-0.9886918529940889,0.2771528674165591,0.7174995390005532,0.27042101475350844,0.700071968333933,-0.9276874545013346,-0.9849929378531074,0.2645906902086677,0.7273194221508829,0.25395945029888456,0.6980957663154003
-0.9432227109156337,-0.9830633284241531,0.26667377512395374,0.7239963746867836,0.2542312579415502,0.6902160101651842,-0.9655172413793104,-0.9634146341463414,0.2577777777777778,0.7288888888888889,0.24786324786324787,0.7008547008547008,-0.9293668469615017,-0.9807799754162476,0.25718026348089357,0.7322641355044596,0.24328508398482854,0.6927006734267358,-0.9666487358795051,-0.9874757071906716,0.2844247246022032,0.7085373317013464,0.27516281823564237,0.6854647720544701,-0.9429611650485437,-0.9833035181872392,0.26678178286207643,0.7239369738830131,0.25430790597191505,0.6900879584383519
-0.95457373988799,-0.9866269527688286,0.278690656839367,0.7132451766746152,0.2606333373879901,0.6670315857762641,-0.9625,-0.9862068965517241,0.3524229074889868,0.6387665198237885,0.3333333333333333,0.6041666666666666,-0.9387019230769231,-0.9827639912781643,0.2543370271303019,0.7360336262896446,0.23504484779998588,0.6802034041952115,-0.9716129032258064,-0.9920821114369501,0.3106212424849699,0.6833667334669339,0.29512566641279514,0.6492764661081493,-0.9543714103382259,-0.986634490439948,0.2772102074211667,0.7147406129759851,0.2591903403217136,0.6682793698052351
-0.9681769147788565,-0.9803655223511978,0.31210807625941667,0.6816211438912504,0.2754931461049816,0.6016568223188082,-0.9748603351955307,-0.9804913294797688,0.3380547686496695,0.6534466477809254,0.28056426332288403,0.542319749216301,-0.9403389830508475,-0.9762931034482759,0.28159602901870945,0.7086674303169148,0.24628485556854232,0.6198029721155451,-0.9750883689614543,-0.981576417814803,0.3207363817956055,0.6739728985585488,0.28385093167701864,0.5964644051600574,-0.9665775401069518,-0.9803395889186773,0.3064788732394366,0.6877336747759283,0.2743066697226679,0.6155397662159064
-0.9246401354784082,-0.9825838686652392,0.25015886464732046,0.7418979029866554,0.2439578599462921,0.7235075397645114,-0.42857142857142855,-1.0,0.25925925925925924,0.7160493827160493,0.2441860465116279,0.6744186046511628,-0.9224537037037037,-0.9789552799699361,0.24279893213432627,0.7477869888998173,0.23635617562576938,0.727944193680755,-0.9305993690851735,-0.994058229352347,0.27268817204301077,0.7238709677419355,0.26739772247996624,0.7098270771826234,-0.9290901324220419,-0.9824384626457464,0.25008011964533705,0.7421215682085247,0.24395581492288454,0.7239474781158817
-0.9247863247863248,-0.9888730385164052,0.24853956452469464,0.7445565586829528,0.24258760107816713,0.7267261040845947,-1.0,-1.0,0.18181818181818182,0.7922077922077922,0.17721518987341772,0.7721518987341772,-0.9099415204678363,-0.9870426829268293,0.24379811804961504,0.7482178500142572,0.23697339246119734,0.7272727272727273,-0.9650793650793651,-0.9943246311010215,0.26239067055393583,0.7338608912952936,0.25925925925925924,0.7251028806584362,-0.9243336199484092,-0.9887753633616347,0.2490897408438638,0.7441636324694796,0.24312741716316505,0.7263509982230584
-0.9139261063743402,-0.9879753914988815,0.2540746853723953,0.7377759438828141,0.24763724110195054,0.7190830484616931,-1.0,-1.0,0.1724137931034483,0.8160919540229885,0.16666666666666666,0.7888888888888889,-0.8946224877783813,-0.9870153960304211,0.2521917808219178,0.7384931506849315,0.24504192732596833,0.7175562358578464,-0.9710610932475884,-0.9909142532651902,0.2598162071846282,0.7355889724310777,0.25565145910398684,0.7237977805178791,-0.9133986928104575,-0.9878548227651461,0.2548141979806391,0.7370667221817425,0.2483766233766234,0.7184456168831169
