A_FB,A_C,A_in,A_out
0.0,0.14285714285714285,0.08695652173913043,-0.05263157894736842
0.0,-0.30434782608695654,-0.13636363636363635,0.06666666666666667
0.07407407407407407,0.0,-0.1282051282051282,0.0
0.0,0.23809523809523808,-0.09523809523809523,0.0
-0.034482758620689655,0.3,-0.22580645161290322,0.38461538461538464
-0.2,0.05263157894736842,0.0,0.0
0.07894736842105263,-0.2222222222222222,0.06666666666666667,-0.2
0.24324324324324326,0.16666666666666666,-0.02702702702702703,-0.14285714285714285
-0.023255813953488372,-0.1111111111111111,-0.058823529411764705,0.17647058823529413
0.009009009009009009,-0.3,0.16666666666666666,-0.04
-0.02608695652173913,0.0,-0.05660377358490566,0.41935483870967744
-0.11538461538461539,0.07692307692307693,0.10144927536231885,0.19047619047619047
0.017142857142857144,-0.05,-0.06382978723404255,0.07142857142857142
-0.04417670682730924,0.03571428571428571,0.013513513513513514,0.12195121951219512
-0.033419023136246784,0.03529411764705882,0.015706806282722512,-0.12195121951219512
0.02679830747531735,0.0,0.031055900621118012,0.06299212598425197
-0.005700325732899023,0.08030803080308031,-0.02749410840534171,0.020872865275142316
0.019123505976095617,-0.012345679012345678,-0.012448132780082987,0.037199124726477024
0.003955696202531646,0.008403361344537815,-0.008579599618684462,-0.021686746987951807
0.019077901430842606,-0.013157894736842105,-0.007667031763417305,-0.04714640198511166
-0.018910741301059002,-0.07547169811320754,0.02035928143712575,-0.00558659217877095
-0.013370865587614356,0.03440094899169632,-0.023370233702337023,0.02425876010781671
-0.03234237177393009,0.02040816326530612,0.009195402298850575,0.006864988558352402
-0.008014796547472256,-0.061488673139158574,0.013048635824436536,-0.03667481662591687
0.0034542314335060447,-0.0408997955010225,-0.0011173184357541898,0.010141987829614604
0.013060179257362355,0.0017391304347826088,0.02010968921389397,0.05420560747663551
-0.0071301247771836,-0.01812688821752266,0.010594947025264874,-0.03353658536585366
0.007150922092585623,-0.03865979381443299,-0.0166333998669328,0.03724928366762178
-0.00015076134479119553,-0.04434479322371699,0.01981230448383733,0.039735099337748346
-0.0062379494159011005,-0.00862392200974878,-0.00856610800744879,0.023026315789473683
-0.00129366106080207,-0.002475804636506865,0.0031905195989061076,0.00592255125284738
-0.0038966539601863618,0.012236659518102686,-0.014435324087178035,0.04193485469085235
-0.004682663562528109,0.0015579790785666592,-0.0006045472466815613,0.0024565381708238853
0.008081177916677564,-0.0010730436115582126,-0.0006001304631441617,-0.0054446460980036296
-0.0018043461206558406,0.011339503946788477,-0.004589333755341035,0.008917424647761726
-0.0014878325557937209,0.0010621975687477871,0.005170252767913098,-0.012584865043881437
-0.012972972972972972,0.004198282170781497,-0.001199541045165328,0.002313030069390902
0.0014468402875011668,0.0017765853304811284,0.0028940568475452197,-0.0014112334180073384
-0.0063826497935025065,0.008058457966263744,0.0005481740583152784,0.0005180676078228209
-0.002295492487479132,-0.001676313375715596,-0.0009175033423336042,0.010831606984314885
0.003161101212713374,0.008923974600995366,-0.006943396226415094,0.008951965065502183
0.0013616367572096921,-0.006958996248868193,-0.0025798129635601417,0.011217538288172924
-0.002311604253351826,-0.0006412311638345624,-0.0002786624203821656,-0.00014058765640376775
0.005376836431664465,0.0017068818372255412,-6.59108884787767e-05,0.0028326251770390736
0.0009142045882314981,-0.004204680682268941,0.002469898116702686,-0.004724977457168621
0.001543771166234249,-0.008394035630379089,0.0029686641011544804,-0.01105881018544774
-0.0005405233537884328,-0.0067162133349578145,0.00042554881612319353,-0.0026136558750023847
-0.0016884286357496624,-0.0035021998497663572,0.0011843947025255124,-0.00192722312667752
-0.005479526007503981,-0.0042763356019996385,-0.00032035610109764116,0.0074102964118564745
0.004237173778101638,0.00039113036675993623,-8.439815674425671e-05,-0.00878533231474408
-0.00407428964495476,-0.00017754630999585724,-0.0004951965930474399,-0.019585030056234246
-0.003150175583557116,0.00557343139508159,-0.0009053798624457963,0.023162134944612285
-0.005023863350916855,-0.0007542110114807676,-0.0008149959250203749,-0.008427543679342241
-0.0005514926267833593,0.002269874756322269,-0.001158278797706608,0.013015184381778741
-0.0029232477509120985,0.004468004543733434,0.0009803526583672428,-0.005542008423852805
-6.370102983331563e-05,0.0007397685240424771,2.471027206009538e-05,-0.018164881229622728
-0.001310410921394903,-0.00015414088476867858,-0.002078765917326457,0.0186084142394822
0.0010169672964727293,0.0039635907343597504,-0.0009807126511932004,0.007982469870089217
0.005101799055456398,-0.00430431131019037,0.00014281497843493825,0.0019193857965451055
-0.002956194571351787,0.0008494910505372658,0.0004904124368593988,0.007404133053376063
0.0020774858001635465,0.00011012272565981867,0.0004648561977457843,-0.023370667607372785
-0.004046218662662162,0.002596586551344958,0.0012775223307800127,-0.007677745056794278
-0.0005683907853823263,0.009484763186880431,-0.002645824335713597,0.010173981096863524
0.0012018216239463963,0.017666487776570632,-0.01166923422166693,0.00723832922078154
0.005059384979726578,-0.009044765866503835,-0.0005833014864130981,0.01256913021618904
-0.0036265377231031785,-0.0005304637769020915,0.0005590607778931396,-0.003780718336483932
0.008737592618481756,-0.002926684696032305,-0.0008586371087346812,0.005326876513317191
0.005467468562055768,0.0010914647456887142,-0.0003824530538876353,0.0009578544061302681
-0.007598986801759766,-0.0012403870007442323,-9.310466826806696e-05,-0.007918025151374011
-0.00018919089361165415,0.0016739203213927017,-0.0008058017727639,0.01671583087512291
0.016370707588410867,0.001085429702464564,-0.0005168130970441625,0.0078125
0.0004806197167170846,0.0031937438438348806,-0.0002781641168289291,0.014232999472851872
0.002826633165829146,0.010938495195369833,0.00010007004903432403,-0.022994379151762903
-0.001317895133201544,0.010790739402397389,-0.0009512334326843807,0.004899292324442025
0.0035687608930201676,0.004508764598500011,5.5545063710188076e-05,-0.02483900643974241
0.003988481694121014,0.008674335281915897,0.00027405304884016836,-0.012703252032520325
-0.00014661036828524514,0.008764472199465165,0.001354194169299822,-0.014543446244477173
-0.0016470772781767863,0.01057862974795882,-0.003242483889673873,0.008815232722143865
-0.00019106576483625664,0.01598861745484361,-0.01430879094688711,0.012829411369590041
-0.0026190202565793057,0.024242883866727336,-0.02605746643642756,0.005070514528313238
0.000734322220590395,-0.01898928024502297,0.00010521885521885521,0.0053590568060021436
0.0010674429888403688,0.0015676359039190897,0.0003377061956098195,-0.017341040462427744
0.000673076923076923,0.0027528905350618148,7.748133991063818e-05,-0.039572192513368985
0.009802555168408828,0.01865942906993651,0.00017442874585731728,0.04
-0.003126274296588283,0.0022675736961451248,-0.001020011657276083,0.007633587786259542
-0.007483466759484859,0.007624580194245258,-0.0006538084341288003,0.074
0.01662277814351547,0.010371132253364189,-4.3954111907168915e-05,-0.008264462809917356
0.0032634032634032634,-0.0035587188612099642,0.0008088433540037746,-0.005964214711729622
-0.003176395849509423,0.008537613132534535,-0.00016926520095540803,0.029649595687331536
-0.007287031663119881,0.0025071034598027745,0.00037602980890848804,0.0
-0.009197897623400366,0.0178085433676488,7.590593736242048e-05,0.0045662100456621
0.0018279729262388222,0.014893345254821817,-0.003744585720273858,0.0242964996568291
0.0015891125417651373,0.013459148640394296,-0.006839715198744183,0.017446504393155926
