,A_FB,A_C,A_in,A_out,Du,Dd,Fu_Nq,Fd_Nq,Fu_NEvents,Fd_NEvents,Du_out,Dd_out,Fu_Nq_out,Fd_Nq_out,Fu_NEvents_out,Fd_NEvents_out,Du_in,Dd_in,Fu_Nq_in,Fd_Nq_in,Fu_NEvents_in,Fd_NEvents_in,Du_notIN,Dd_notIN,Fu_Nq_notIN,Fd_Nq_notIN,Fu_NEvents_notIN,Fd_NEvents_notIN,Du_notOUT,Dd_notOUT,Fu_Nq_notOUT,Fd_Nq_notOUT,Fu_NEvents_notOUT,Fd_NEvents_notOUT,Fu_NqXDu,Fd_NqXDd,Fu_NEventsXDu,Fd_NEventsXDd,Fu_Nq_outXDu_out,Fd_Nq_outXDd_out,Fu_NEvents_outXDu_out,Fd_NEvents_outXDd_out,Fu_Nq_inXDu_in,Fd_Nq_inXDd_in,Fu_NEvents_inXDu_in,Fd_NEvents_inXDd_in,Fu_Nq_notINXDu_notIN,Fd_Nq_notINXDd_notIN,Fu_NEvents_notINXDu_notIN,Fd_NEvents_notINXDd_notIN,Fu_Nq_notOUTXDu_notOUT,Fd_Nq_notOUTXDd_notOUT,Fu_NEvents_notOUTXDu_notOUT,Fd_NEvents_notOUTXDd_notOUT
Fd_NEvents_in,-0.0023843250487926384,-0.2588765341567018,0.2694815387794988,-0.29699965905273035,0.367428465659167,0.07628359467387283,-0.43746533975487145,0.39750123691329436,-0.5790488442618997,0.3630883279913071,0.3319996194227106,0.09234520060759831,-0.5377823909742045,0.5203858152784204,-0.5379527838826206,0.3905512968775217,-0.03769274538351216,-0.28535300356202886,-0.7538493450896446,0.8149582852204951,-0.463023183505143,1.0,-0.1583108352214953,-0.094519771880253,-0.11067949564366639,0.12671851550032076,0.13150798444169653,0.2625084115610258,0.3473971438104424,0.061986373095104755,-0.4633980666667645,0.430567339835376,-0.48795724479815566,0.4356903498246125,0.43285296049473293,-0.33979538591498104,0.5799202507297431,-0.3435702430357598,0.5363131298490544,-0.4806553779547892,0.5375226636437538,-0.3682862858275368,0.6006460642115816,-0.8449077447113059,0.3657083100223249,-0.9920131747527609,0.05842426670788535,-0.1409654201798718,-0.1495569513169042,-0.2625599176711916,0.45455965867968684,-0.3887729836735131,0.5033071936252201,-0.4183399033968191
Du_notIN,-0.06726677108288577,-0.21244350482119792,0.26857300389283784,0.08566829399569667,0.4431235511511925,0.2786226788607121,-0.34354754354534106,0.3153572526795921,-0.24010933859722267,0.3367570558815583,0.4742059145602473,-0.005695427977595352,-0.17588445851073942,0.15757641717279466,-0.029461063052889196,0.23666892135893491,-0.09504069991838116,0.17146838397175912,0.34198180881557366,-0.34588918522516404,0.3882540672623593,-0.1583108352214953,1.0,0.3607307731896302,-0.6374542616241206,0.5480944383064266,-0.7136857462761201,0.3705388307568663,0.4152401074414502,0.4648025026489681,-0.33109004547433224,0.2994275400224009,-0.28219963999689396,0.31654962952530524,0.3855277410996174,-0.21130756011536347,0.3751823593515316,-0.2869800053189518,0.2394708507221389,-0.13502979418670502,0.10471216617438166,-0.2055578917442664,-0.30971207833087644,0.3696427852645192,-0.3378173241803393,0.17627408994594196,0.7539615894388556,-0.38339675554716834,0.8482418728960232,-0.29933364514386096,0.3778669849623727,-0.17697737672721492,0.38996779231143797,-0.25542316385284475
Dd_notIN,-0.01048604823125228,0.022316535808932034,-0.3303858836648519,0.000583286324228169,-0.3430375438033647,0.962145009151458,0.5171671563983169,-0.565877731499917,0.17349263756735342,-0.6003462626353526,0.2004909452460721,0.7775060701156841,0.18510034952668838,-0.261961694239019,-0.13450905554899528,-0.504333390990823,-0.5999319086690261,0.09600329843957046,0.3776787752070452,-0.30076703625641227,0.43345468589286684,-0.094519771880253,0.3607307731896302,1.0,0.30155835424305977,-0.4231598079288313,-0.33205065201140943,-0.604269587679656,-0.3577892220400852,0.9224368328693128,0.4836950452603932,-0.5217435707032074,0.2857736857636742,-0.5609959025467988,-0.5101681300113008,0.6990011949985668,-0.28765119719420174,0.6574783128097981,-0.13447208030820554,0.3864742414050331,0.15998413746120704,0.547563206012359,-0.4979541790503718,0.307863390450764,-0.5225236904732997,0.10224127364704783,-0.18867590426633532,0.6145801243057226,0.3571505359165061,0.6692848088110444,-0.49171333494433506,0.665671040999917,-0.3757557214788804,0.6293926322802323
Fu_Nq_notIN,0.06373281800295397,0.28646898819994604,-0.4675126616331787,-0.10835909389984513,-0.632597269349018,0.33997775257809976,0.8424549915891002,-0.837833182149138,0.6168119799017052,-0.8471057011841392,-0.21410552683685025,0.5074203896099816,0.33181023239082547,-0.36715438560984337,-0.02552751178101674,-0.6152320443910417,-0.23208678552387427,0.01900841854621134,0.012137800368041993,0.025855300039984062,-0.07650929393730964,-0.11067949564366639,-0.6374542616241206,0.30155835424305977,1.0,-0.9892800828746244,0.6899859254849979,-0.8884748579814877,-0.6143225286715464,0.16197697224543003,0.8321255737489384,-0.8241323170016971,0.6992079286857432,-0.8411328956997942,-0.8387317205986264,0.8040490544455257,-0.7367482881357228,0.8312890305410044,-0.33719541685835275,0.4299209068545907,-0.009020289922662576,0.6181427957749734,-0.08181060717673518,-0.0228898171229029,-0.007843526838423053,0.10535498663201937,-0.9865477973286023,0.9356806775413207,-0.7209445399357048,0.8563917135744183,-0.8348146910996789,0.788646375890609,-0.7870090036163626,0.8236124462996035
Fd_Nq_notIN,-0.06129730174342884,-0.27819108616925914,0.47769618531445834,0.10435205400979239,0.63295495781172,-0.457958522485515,-0.8716690947524024,0.8790131570780017,-0.6177858487302643,0.8842886826768871,0.17431820223916497,-0.5920130913281143,-0.3470441574720329,0.3931520933474283,0.03279330317002966,0.6519862587805075,0.27767625873700963,-0.06796260965503895,-0.06138768516063077,0.019221851498796974,0.019051658916148594,0.12671851550032076,0.5480944383064266,-0.4231598079288313,-0.9892800828746244,1.0,-0.6142358982009604,0.9211312573895741,0.6168141804771768,-0.28388708918032396,-0.8578944697092286,0.8606275282018173,-0.7118158285344173,0.873713679962039,0.8635694150415257,-0.8648626789325959,0.7381640812093757,-0.8771826219760548,0.34492056072918326,-0.46965007900264744,-0.004234726012944564,-0.6606842274673017,0.13636613286944288,-0.030291433428413297,0.06707511972305663,-0.12724829098182427,0.9595602561836104,-0.9745947963434651,0.6365049893478282,-0.8995281121977886,0.8570588663476776,-0.846667349836694,0.7983036480501263,-0.8666352238460512
Fu_NEvents_notIN,0.05286366050420271,0.10478315981984244,-0.0008243613222343284,-0.20056871140109536,-0.08042284749504275,-0.20061934461238004,0.29280413264322164,-0.2898640581408585,0.37947452477700605,-0.22418524829137382,-0.15134322174975987,-0.013117270543571617,-0.012975987745474133,0.020974110024580023,-0.06511608168382757,-0.010532270007802894,0.3281104146316734,0.0114019953818575,-0.44491830393618037,0.4188943176798779,-0.5374330757116955,0.13150798444169653,-0.7136857462761201,-0.33205065201140943,0.6899859254849979,-0.6142358982009604,1.0,-0.2862526685703859,-0.05739403688361569,-0.2978309329091813,0.31386337271670073,-0.3163710485865656,0.3790535740475615,-0.25021682720032473,-0.25642362764541154,0.20757821504599752,-0.31048622516221597,0.18920109079360842,-0.01764302540608579,-0.0324695861348401,0.030616430901426614,-0.00332474271943207,0.4711775517051072,-0.4026222953139513,0.528786813292616,-0.1264553881270481,-0.731489536130271,0.45129687868200874,-0.9761567078915904,0.22551563058480986,-0.2653807861269499,0.22787626792719212,-0.30215715839264956,0.20876948084453378
Fd_NEvents_notIN,-0.04956586174686086,-0.3198687723668021,0.611489029151764,0.015398500215873284,0.794936061449248,-0.562024223926525,-0.9336615561384196,0.9247283807389581,-0.5941686551499908,0.9814754466593667,0.17419251238615358,-0.6607821775286207,-0.4544838587240688,0.5048407185320563,-0.020771097114953296,0.8125045961116696,0.5218681104629084,-0.019318488081801942,-0.3209349442739754,0.25458955648944187,-0.2517412516670066,0.2625084115610258,0.3705388307568663,-0.604269587679656,-0.8884748579814877,0.9211312573895741,-0.2862526685703859,1.0,0.7859985242753714,-0.39809369589263666,-0.9095014858266981,0.8935184421374688,-0.6938472463716215,0.9637645315261217,0.9520689690576005,-0.9300213578831983,0.7950271883688202,-0.9821842306840846,0.43895867909728603,-0.5930634171860609,0.041250823968408616,-0.8251174497742936,0.4275211524316206,-0.24789158257598215,0.35744755539546785,-0.2510960154229208,0.8386303493601398,-0.9531853821970023,0.3338029795320416,-0.9962468713943106,0.9439116701197326,-0.9020337775783294,0.8598360191936408,-0.9666874131338686
Du_notOUT,-0.08831590295841206,-0.3744383141251759,0.6322438456587732,-0.11747696405217191,0.9936305465365795,-0.24988647921289128,-0.709844698109268,0.6527824457504257,-0.3899165602286442,0.7745548231765519,0.39525227998848506,-0.3810153563693393,-0.580991250669045,0.5954127780721724,-0.2553801861382343,0.7869508385321832,0.6057596582215542,0.07383373177596217,-0.3462879385751847,0.2807821200751031,-0.24055656318573795,0.3473971438104424,0.4152401074414502,-0.3577892220400852,-0.6143225286715464,0.6168141804771768,-0.05739403688361569,0.7859985242753714,1.0,-0.09259880225623825,-0.6681219673915503,0.5979192628592704,-0.4229767311080137,0.7514093374101839,0.8121255125079949,-0.6262329915546275,0.7359553712528699,-0.7588194239597934,0.5863426402333151,-0.6287816434923337,0.28929327418707496,-0.7765874225347752,0.472811963110332,-0.2551810810292293,0.373679125005114,-0.3201969928681109,0.6140581227617613,-0.6278223808925408,0.17192869060441193,-0.7731720252438953,0.8044377815314584,-0.5687869388730131,0.7528795236716105,-0.7337652756999523
Dd_notOUT,-0.02165115381151054,-0.13029016167862353,-0.08954140515787166,-0.08119991238786035,-0.07442078643191301,0.9572560422902463,0.2736803033450342,-0.3403508719294714,-0.03872778165574871,-0.36643229864687155,0.38633645701401775,0.6375159989089446,-0.030702352618513305,-0.042806373344004806,-0.25564171356860144,-0.24555461966811715,-0.47569729228164437,0.24465455874705944,0.19891463393186934,-0.13043619398609874,0.2837864552450866,0.061986373095104755,0.4648025026489681,0.9224368328693128,0.16197697224543003,-0.28388708918032396,-0.2978309329091813,-0.39809369589263666,-0.09259880225623825,1.0,0.24672543341347888,-0.306566324883687,0.06307526210040694,-0.33512690406741785,-0.24945596748806312,0.5004935764542994,-0.01297288414591198,0.4355955042464978,0.08858152274184149,0.15552065906889392,0.29683789650563563,0.2915034166657255,-0.3135004047815433,0.17370439130092005,-0.3651513675666005,-0.026955827105455087,-0.04540533383767306,0.4743628662372522,0.3644227578061643,0.4687074243862067,-0.23150564093923126,0.48338522168205683,-0.09650539030083541,0.41912399425455743
Fu_Nq_notOUT,0.048064473919605916,0.34112339988432244,-0.5690531214390055,0.05934738285944802,-0.6956221481908551,0.4059425319738385,0.9947226556308438,-0.9858991459539254,0.8614632860568262,-0.9580448826287242,-0.29746041549825214,0.5505204268728618,0.5694937343812677,-0.605091806139599,0.20519916238880248,-0.8053609643487137,-0.2604904008346815,0.07048226069094408,0.4012719727460693,-0.3821871343032694,0.26179161468029927,-0.4633980666667645,-0.33109004547433224,0.4836950452603932,0.8321255737489384,-0.8578944697092286,0.31386337271670073,-0.9095014858266981,-0.6681219673915503,0.24672543341347888,1.0,-0.992049004172504,0.9212423773351669,-0.9770310179448823,-0.9733055622774277,0.950765156087686,-0.9383028470815415,0.945023451361037,-0.5614201722248189,0.6659671117833843,-0.22775048519105084,0.8066612546485338,-0.40653700249296065,0.38115681079416014,-0.2869775290885798,0.4493522792220954,-0.7803379847235641,0.8675232015047017,-0.3412181479583307,0.8984278934854548,-0.9792058277292862,0.9625366684574881,-0.969117053209518,0.9647116961385899
Fd_Nq_notOUT,-0.044488184458325974,-0.31131714865573995,0.5321450587685033,-0.039171699105395044,0.6277996109037657,-0.46100715084566113,-0.9851960608436353,0.9915732800581603,-0.855885992416966,0.9457533576463188,0.2651827861441644,-0.5837019626898323,-0.5407681998239323,0.5823837669888713,-0.1779019545437172,0.7777024466881582,0.2193677083848602,-0.11858442681527943,-0.37462285766755904,0.3604574471392092,-0.24687071456045884,0.430567339835376,0.2994275400224009,-0.5217435707032074,-0.8241323170016971,0.8606275282018173,-0.3163710485865656,0.8935184421374688,0.5979192628592704,-0.306566324883687,-0.992049004172504,1.0,-0.9265007368077444,0.9629793905392398,0.9504210623913695,-0.9665341471736334,0.9035149103741315,-0.9374706610510818,0.5311351436086258,-0.6493331220725772,0.19823452755573645,-0.7821441559450518,0.37171093560250545,-0.3696408471831876,0.26245052481604847,-0.42440260374251904,0.7672481067105696,-0.8782556742171636,0.33361023773410886,-0.8863652050728495,0.9546763159304031,-0.9813667456001807,0.9424876184177571,-0.9562705389294589
Fu_NEvents_notOUT,0.048455759289980666,0.3031467777959149,-0.43160346813794787,0.059133208907575785,-0.4601299794659718,0.20644113554698826,0.8909091980421551,-0.8887851446621318,0.9705077366950284,-0.7808694181416679,-0.314894238583307,0.38993991409617074,0.5192039238032526,-0.5394907467231022,0.26329538206625336,-0.6397835253645804,0.03358068232433534,0.06405157295103812,0.348149110123617,-0.3717312092388028,0.1928945607556646,-0.48795724479815566,-0.28219963999689396,0.2857736857636742,0.6992079286857432,-0.7118158285344173,0.3790535740475615,-0.6938472463716215,-0.4229767311080137,0.06307526210040694,0.9212423773351669,-0.9265007368077444,1.0,-0.8198652790943424,-0.8297443046001759,0.8231892049476356,-0.9061613158306675,0.7579149380115268,-0.5182987885339158,0.5740513898425508,-0.2842016080956748,0.6343961880217031,-0.2675983598798272,0.36995049837098887,-0.14368282571398214,0.4721229209096986,-0.6547403047214387,0.6906270450818309,-0.3744321019619759,0.6754214417437147,-0.8463579996924779,0.865412368708278,-0.9145938737381526,0.7953655127922358
Fd_NEvents_notOUT,-0.04083129573791439,-0.3374007287249101,0.5949842005736515,-0.05714388549338905,0.7728901345081484,-0.48474387193770996,-0.9837961277914704,0.9716356018341626,-0.7515788976025877,0.989135783172963,0.26136887403323417,-0.5908422546517061,-0.5669299642455161,0.6081473274162136,-0.17331989737026626,0.8444484383240896,0.3973619337552758,-0.07988618953973306,-0.4138406918951321,0.3747558902962637,-0.28756271998306515,0.4356903498246125,0.31654962952530524,-0.5609959025467988,-0.8411328956997942,0.873713679962039,-0.25021682720032473,0.9637645315261217,0.7514093374101839,-0.33512690406741785,-0.9770310179448823,0.9629793905392398,-0.8198652790943424,1.0,0.9840145609601956,-0.9555203970357482,0.8957154711541175,-0.9826731402761872,0.5534873218259366,-0.6778084920651849,0.19294678599896398,-0.8492012174572128,0.46153095928213833,-0.37601332352579053,0.34859036167642254,-0.42434764144177023,0.7854064352010134,-0.9012597570929993,0.28862608655881095,-0.9582981788520489,0.9847771496266279,-0.9538474801499505,0.9332760130370666,-0.9958181140377459
Fu_NqXDu,-0.05584622497230322,-0.36901626140358423,0.6336631302170631,-0.06875762731352265,0.8304110212897231,-0.42687044685616304,-0.9870169304431814,0.9684844631409346,-0.7651769623074185,0.9843383732298838,0.34471488310862425,-0.5717084358277714,-0.6136552951942162,0.6490170980228729,-0.22246372681784604,0.8672424961700463,0.3943865051901317,-0.029650735179447742,-0.40323219058603904,0.3654979072818715,-0.27616585132974136,0.43285296049473293,0.3855277410996174,-0.5101681300113008,-0.8387317205986264,0.8635694150415257,-0.25642362764541154,0.9520689690576005,0.8121255125079949,-0.24945596748806312,-0.9733055622774277,0.9504210623913695,-0.8297443046001759,0.9840145609601956,1.0,-0.9396134933396959,0.9314749533799397,-0.9719476148685433,0.6090121550836869,-0.7109198904240589,0.2506544896904841,-0.8666295218125607,0.4512237400503809,-0.356854078409034,0.3386798177061765,-0.4147782792059996,0.7988511764045738,-0.8789111046475013,0.3148254272058883,-0.9411815729818428,0.9980969464175037,-0.9244150754355227,0.967256256371922,-0.9716969902862241
Fd_NqXDd,0.03495382361620172,0.2670686606860511,-0.5407580980034421,0.011703776934537748,-0.6415531495146811,0.6555427061500392,0.9638090762374626,-0.9836876190987882,0.7286774237622945,-0.964077500725179,-0.17405793523664778,0.7139804447589784,0.5045880567275219,-0.5618377634962795,0.10204750922639085,-0.7979680713453392,-0.3595105822128442,0.11914957242841162,0.37314476418732057,-0.33609112217144543,0.29083378580864205,-0.33979538591498104,-0.21130756011536347,0.6990011949985668,0.8040490544455257,-0.8648626789325959,0.20757821504599752,-0.9300213578831983,-0.6262329915546275,0.5004935764542994,0.950765156087686,-0.9665341471736334,0.8231892049476356,-0.9555203970357482,-0.9396134933396959,1.0,-0.8206114297204363,0.972349043209705,-0.48468491419820603,0.6530777447826686,-0.1147256364084328,0.8128508431792407,-0.41580073939262946,0.3460957040950846,-0.33887488383320125,0.3379458101999225,-0.7338714161891109,0.924885057597291,-0.22544717097969857,0.9386950902509874,-0.9329060818652818,0.9891205502933342,-0.8829960209131844,0.967478490125653
Fu_NEventsXDu,-0.06224583409414302,-0.38584951660518185,0.5462291525387709,-0.12231149024283816,0.7621564035335344,-0.167644498975371,-0.9302172771473061,0.894000341100946,-0.9090121862743904,0.860760217641928,0.4550824194177293,-0.3524363230245191,-0.6862306178578734,0.6962571192477764,-0.4066240670286916,0.7925653330659113,0.18972622960058985,-0.025368589931891672,-0.41706830190936833,0.4160495001908229,-0.22296908119322165,0.5799202507297431,0.3751823593515316,-0.28765119719420174,-0.7367482881357228,0.7381640812093757,-0.31048622516221597,0.7950271883688202,0.7359553712528699,-0.01297288414591198,-0.9383028470815415,0.9035149103741315,-0.9061613158306675,0.8957154711541175,0.9314749533799397,-0.8206114297204363,1.0,-0.8317826153134993,0.6905018701970391,-0.7161288659138856,0.43556194139706633,-0.7770193408770923,0.39399211196946515,-0.40519397149202624,0.2342938855939779,-0.5545987947314086,0.7059088051014835,-0.7156835562017844,0.35027856974334354,-0.7723716155983268,0.9433600910395015,-0.8345209297707668,0.9841028157607139,-0.8645628607881812
Fd_NEventsXDd,0.03755090734408747,0.3139864591984515,-0.6127894814419257,0.026620772648944177,-0.7705382820874086,0.5975361398937834,0.966094326541296,-0.9644268596216,0.6619740087137792,-0.9970477588384316,-0.20416823844550794,0.6800733943681059,0.5228713399376881,-0.5744358937254175,0.09580648171307331,-0.8502568031735296,-0.47588004309640325,0.05534595531763929,0.39884294456620817,-0.34505678708930093,0.3174593227525921,-0.3435702430357598,-0.2869800053189518,0.6574783128097981,0.8312890305410044,-0.8771826219760548,0.18920109079360842,-0.9821842306840846,-0.7588194239597934,0.4355955042464978,0.945023451361037,-0.9374706610510818,0.7579149380115268,-0.9826731402761872,-0.9719476148685433,0.972349043209705,-0.8317826153134993,1.0,-0.5052956983938118,0.6617990573143262,-0.11350217169709546,0.8621580482644801,-0.4754594564235836,0.3423000283930502,-0.3960949186797612,0.3332973355582089,-0.7730904455571137,0.9273118943590509,-0.23456232473164845,0.984969895281422,-0.9642031009026131,0.9501445363851245,-0.8939082070860118,0.9884556137101862
Fu_Nq_outXDu_out,0.055495514503404904,-0.25483526241306703,0.34020633802828953,-0.1858124528119434,0.6162916502763419,-0.02074023038493974,-0.5780166345573847,0.5486343002078456,-0.5751036980062632,0.5324267005351236,0.6519248940828323,-0.12398419802486571,-0.9908059221370678,0.9796813114319045,-0.8798467287543388,0.795840035727185,0.04666489111629781,-0.09776545117118238,-0.3325019358038993,0.3518963057488906,-0.15019618291937842,0.5363131298490544,0.2394708507221389,-0.13447208030820554,-0.33719541685835275,0.34492056072918326,-0.01764302540608579,0.43895867909728603,0.5863426402333151,0.08858152274184149,-0.5614201722248189,0.5311351436086258,-0.5182987885339158,0.5534873218259366,0.6090121550836869,-0.48468491419820603,0.6905018701970391,-0.5052956983938118,1.0,-0.940514541853411,0.8981970093992444,-0.7577318738443722,0.2783882040713723,-0.3581625620156217,0.13333249606417835,-0.5233817341925113,0.33841361317268726,-0.3321381583253179,0.08568558512035096,-0.4224869813957317,0.6004309878905952,-0.47005864039756107,0.6327075802920011,-0.5238714334824416
Fd_Nq_outXDd_out,-0.05866733930505611,0.25135800454799806,-0.3961877386616625,0.1425389494561059,-0.6481801079277122,0.28208090963894333,0.6893889833633692,-0.6779084233268795,0.5863420149741067,-0.6721576994706993,-0.445303826369304,0.4134699776697737,0.9609448404137766,-0.9840834894872327,0.7442775664011245,-0.9112339653911724,-0.193938769619975,0.10646440384553049,0.3780102775822579,-0.373775609659279,0.2360830253459847,-0.4806553779547892,-0.13502979418670502,0.3864742414050331,0.4299209068545907,-0.46965007900264744,-0.0324695861348401,-0.5930634171860609,-0.6287816434923337,0.15552065906889392,0.6659671117833843,-0.6493331220725772,0.5740513898425508,-0.6778084920651849,-0.7109198904240589,0.6530777447826686,-0.7161288659138856,0.6617990573143262,-0.940514541853411,1.0,-0.7416689546421122,0.8966487363158967,-0.3636630667003885,0.38095887279176655,-0.24580097819753588,0.4716196755343198,-0.3972646479099689,0.5027401421623443,-0.01691909517864582,0.592707567528619,-0.6992066952877373,0.6279522073661826,-0.6959436216757755,0.6672799903573777
Fu_NEvents_outXDu_out,0.07849229052015713,-0.1313390969046804,0.05421559571518427,-0.19361586613675313,0.31856510230830304,0.2664308294562787,-0.2294836510752588,0.19529141347381856,-0.4137698893427367,0.14639787002668556,0.6411031341220765,0.2385386491421322,-0.8799244608415179,0.8374349300781441,-0.9908667647539883,0.46418450920409215,-0.22690137224203108,-0.14987819568336472,-0.20545185475286887,0.26493776140631997,0.008376668408540002,0.5375226636437538,0.10471216617438166,0.15998413746120704,-0.009020289922662576,-0.004234726012944564,0.030616430901426614,0.041250823968408616,0.28929327418707496,0.29683789650563563,-0.22775048519105084,0.19823452755573645,-0.2842016080956748,0.19294678599896398,0.2506544896904841,-0.1147256364084328,0.43556194139706633,-0.11350217169709546,0.8981970093992444,-0.7416689546421122,1.0,-0.4128257679864381,0.08538865151101147,-0.2854541419228457,-0.07613685012652711,-0.5319277742919775,0.026485811097149727,0.04444647641668648,0.005226233523545691,-0.021269497772654352,0.2491229247640693,-0.12231829482101665,0.32640681947361744,-0.1568160266918306
Fd_NEvents_outXDd_out,-0.02922788363861943,0.3223545701375941,-0.5722150977821047,0.10260296076492098,-0.786970517007742,0.445300649604114,0.8352447039759199,-0.8185351278659473,0.5787155364407358,-0.8654849688789503,-0.29464672866962227,0.6161375576563908,0.7870055079864606,-0.8307854132467135,0.41003509314478415,-0.9965101857968122,-0.4552968650783927,-0.007251347528821571,0.4423059370437465,-0.3938215585963571,0.37305474387673937,-0.3682862858275368,-0.2055578917442664,0.547563206012359,0.6181427957749734,-0.6606842274673017,-0.00332474271943207,-0.8251174497742936,-0.7765874225347752,0.2915034166657255,0.8066612546485338,-0.7821441559450518,0.6343961880217031,-0.8492012174572128,-0.8666295218125607,0.8128508431792407,-0.7770193408770923,0.8621580482644801,-0.7577318738443722,0.8966487363158967,-0.4128257679864381,1.0,-0.5043498236047332,0.3775088861729448,-0.43514092881706534,0.3496008257702309,-0.574745402638398,0.71160978594985,-0.06253449600101751,0.8282219242153518,-0.8557950010420546,0.7787200262035313,-0.8088672100082204,0.8467966417434785
Fu_Nq_inXDu_in,-0.008817832426514424,-0.20670549581710226,0.42477072904414953,-0.16868654221246188,0.46772993244840794,-0.31556002607779,-0.4190227486976013,0.3883119213357655,-0.24972746871586524,0.46197494661138383,0.10567504029690444,-0.2690542148788888,-0.3022916236050228,0.3212612933535344,-0.09071029590006781,0.49327810779865366,0.6581891995178469,0.07071933678426742,-0.9550374573008732,0.9002555607204138,-0.9415188665211716,0.6006460642115816,-0.30971207833087644,-0.4979541790503718,-0.08181060717673518,0.13636613286944288,0.4711775517051072,0.4275211524316206,0.472811963110332,-0.3135004047815433,-0.40653700249296065,0.37171093560250545,-0.2675983598798272,0.46153095928213833,0.4512237400503809,-0.41580073939262946,0.39399211196946515,-0.4754594564235836,0.2783882040713723,-0.3636630667003885,0.08538865151101147,-0.5043498236047332,1.0,-0.8553754274767428,0.9587548462819466,-0.5653663252235688,0.011277068285223072,-0.2509599472984195,-0.4463863541458487,-0.46174347720959974,0.45284874903672817,-0.4110441198145682,0.4052014243812956,-0.4807538228944815
Fd_Nq_inXDd_in,0.012755750239760857,0.18337364189114275,-0.2737385169378023,0.22398147624831183,-0.2645436779847758,0.13613143797835534,0.36756627062966346,-0.3518671799099602,0.39904215579873253,-0.3396326304764841,-0.15381691400778236,0.05531276241140211,0.3773851582649118,-0.38172415319703357,0.29768023143240135,-0.3814295796359219,-0.2093969778913889,0.2639650625618531,0.9576272873790748,-0.9801140699873118,0.8301860779651279,-0.8449077447113059,0.3696427852645192,0.307863390450764,-0.0228898171229029,-0.030291433428413297,-0.4026222953139513,-0.24789158257598215,-0.2551810810292293,0.17370439130092005,0.38115681079416014,-0.3696408471831876,0.36995049837098887,-0.37601332352579053,-0.356854078409034,0.3460957040950846,-0.40519397149202624,0.3423000283930502,-0.3581625620156217,0.38095887279176655,-0.2854541419228457,0.3775088861729448,-0.8553754274767428,1.0,-0.7372642243972339,0.842907883836119,0.09413764661491403,0.11088967238431986,0.4160701014045023,0.2730875493405648,-0.3690827278772091,0.38118255629984715,-0.3797094456348043,0.3844378487045732
Fu_NEvents_inXDu_in,-0.010414717546360603,-0.13660419547645503,0.3767111387883445,-0.09702629659352037,0.36274662737304786,-0.36698512774431885,-0.307482617860884,0.2891536046323595,-0.09301752488217496,0.3739949722277228,0.007534099811867674,-0.31781908093552413,-0.1604508506414423,0.18677010095155971,0.06875830156063797,0.41539766156924657,0.7214632835697016,0.17872234594494643,-0.8755294096886783,0.8003193397351033,-0.9690278519995359,0.3657083100223249,-0.3378173241803393,-0.5225236904732997,-0.007843526838423053,0.06707511972305663,0.528786813292616,0.35744755539546785,0.373679125005114,-0.3651513675666005,-0.2869775290885798,0.26245052481604847,-0.14368282571398214,0.34859036167642254,0.3386798177061765,-0.33887488383320125,0.2342938855939779,-0.3960949186797612,0.13333249606417835,-0.24580097819753588,-0.07613685012652711,-0.43514092881706534,0.9587548462819466,-0.7372642243972339,1.0,-0.3275466847984213,-0.05543184332545374,-0.19574839734709729,-0.49726120304196075,-0.39809964259458,0.3334518397257858,-0.3204046771245848,0.27268597586714294,-0.3764559161886031
Fd_NEvents_inXDd_in,0.008104225086547097,0.2413081335438861,-0.23146242652545018,0.2822224129466848,-0.3394023280101179,-0.05402425132708672,0.42303662217013144,-0.3903469800605492,0.5614826749422132,-0.3504388371131914,-0.3011105589984656,-0.10101888168286235,0.5279442070734979,-0.5126338131923771,0.5364162868210876,-0.3718582477398684,0.06926930098445475,0.40371571235604986,0.7235432528086607,-0.788527342509204,0.42747508391686084,-0.9920131747527609,0.17627408994594196,0.10224127364704783,0.10535498663201937,-0.12724829098182427,-0.1264553881270481,-0.2510960154229208,-0.3201969928681109,-0.026955827105455087,0.4493522792220954,-0.42440260374251904,0.4721229209096986,-0.42434764144177023,-0.4147782792059996,0.3379458101999225,-0.5545987947314086,0.3332973355582089,-0.5233817341925113,0.4716196755343198,-0.5319277742919775,0.3496008257702309,-0.5653663252235688,0.842907883836119,-0.3275466847984213,1.0,-0.04975107206511299,0.14298304651041133,0.1517200729364513,0.2523191821223321,-0.43626567314083375,0.3898406474038034,-0.4799847792574556,0.4104252475597374
